,ATM_ID,Date,Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Location_Type,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day,Cash_Demand_Lag_2,Cash_Demand_Lag_7,Cash_Demand_MA_3,Cash_Demand_MA_7,Withdrawals_MA_7,Net_Cash_Flow,Withdrawal_to_Deposit_Ratio,Cash_Level_Change,Cash_Utilization_Rate
3414,ATM_0043,2023-09-22,Friday,Evening,50395,10942,Bank Branch,0,0,110086,Clear,0,48733,56457.0,18993.0,47818.0,40319.0,43553.57142857143,-39453,4.605227085808279,-8694.0,0.4577784641098777
4355,ATM_0043,2023-10-12,Thursday,Evening,41679,12652,Gas Station,0,0,68502,Rainy,4,38585,38264.0,22419.0,41860.666666666664,42628.42857142857,46382.857142857145,-29027,3.2940014225875287,-41584.0,0.6084347902251029
941,ATM_0043,2023-10-26,Thursday,Afternoon,33849,7022,Mall,0,0,118010,Snowy,2,27058,48733.0,32479.0,38125.333333333336,41854.0,45298.42857142857,-26827,4.819735155916275,49508.0,0.2868316244386069
5360,ATM_0043,2023-10-28,Saturday,Afternoon,48681,10911,Standalone,0,0,121312,Cloudy,1,34997,38585.0,23488.0,33546.666666666664,43498.142857142855,45881.857142857145,-37770,4.4612353372434015,3302.0,0.401287589026642
464,ATM_0043,2023-11-05,Sunday,Afternoon,56577,10098,Mall,0,0,113457,Rainy,5,41592,27058.0,60393.0,34549.0,40812.28571428572,45757.857142857145,-46479,5.602237845331221,-7855.0,0.4986646923504059
1102,ATM_0043,2023-11-05,Sunday,Morning,47922,7880,Gas Station,0,1,93896,Rainy,1,43541,34997.0,56457.0,40043.333333333336,38967.142857142855,45263.71428571428,-40042,6.080700418728588,-19561.0,0.5103731788361592
4689,ATM_0043,2023-11-09,Thursday,Evening,48017,17829,Supermarket,0,0,112417,Snowy,2,30656,41592.0,38264.0,38596.333333333336,37880.28571428572,46731.42857142857,-30188,2.6930454290521593,18521.0,0.4271329069446792
4472,ATM_0043,2023-11-12,Sunday,Night,47915,18824,Gas Station,0,0,113023,Rainy,3,37642,43541.0,48733.0,37279.666666666664,36295.857142857145,46377.142857142855,-29091,2.545285524568393,606.0,0.4239402599470904
2774,ATM_0043,2023-11-13,Monday,Morning,35577,9741,Standalone,0,0,113755,Clear,1,24316,30656.0,38585.0,30871.333333333332,34257.42857142857,45505.42857142857,-25836,3.6519195237117636,732.0,0.3127510878642697
4246,ATM_0043,2023-11-16,Thursday,Morning,59885,2194,Bank Branch,0,0,120253,Rainy,2,63867,37642.0,27058.0,41941.666666666664,39515.857142857145,49224.857142857145,-57691,27.28246013667426,6498.0,0.4979917340939519
5524,ATM_0043,2023-12-07,Thursday,Evening,57178,13088,Mall,0,1,93459,Clear,0,46756,24316.0,34997.0,44979.666666666664,41195.71428571428,50438.71428571428,-44090,4.368400947360379,-26794.0,0.6117976866861404
2141,ATM_0043,2023-12-08,Friday,Afternoon,53764,5859,Mall,0,0,113713,Clear,1,48354,63867.0,41592.0,52992.333333333336,42161.71428571428,50036.857142857145,-47905,9.174744027303754,20254.0,0.4728043407525965
194,ATM_0043,2023-12-12,Tuesday,Evening,55530,8033,Mall,0,0,100574,Snowy,2,39396,46756.0,43541.0,44835.333333333336,41569.57142857143,51123.71428571428,-47497,6.911874533233757,-13139.0,0.5521307693837374
226,ATM_0043,2023-12-21,Thursday,Morning,72148,16900,Gas Station,0,0,87488,Clear,2,62245,48354.0,30656.0,49998.333333333336,46082.28571428572,54571.0,-55248,4.268859830779244,-13086.0,0.8246616678858815
1412,ATM_0043,2023-12-21,Thursday,Morning,65557,5447,Supermarket,0,0,95119,Clear,2,49836,39396.0,37642.0,50492.333333333336,47824.28571428572,57091.28571428572,-60110,12.033223201174742,7631.0,0.6892103575521189
4808,ATM_0043,2023-12-29,Friday,Evening,41309,8449,Mall,0,0,71995,Cloudy,1,35575,62245.0,24316.0,49218.666666666664,49432.71428571428,57910.142857142855,-32860,4.888639053254438,-23124.0,0.5737759566636572
578,ATM_0044,2022-01-05,Wednesday,Afternoon,56948,3164,Bank Branch,0,0,116963,Snowy,2,61309,,,,,,-53784,17.99304897314376,44968.0,0.4868890161846054
3453,ATM_0044,2022-01-12,Wednesday,Morning,26618,19624,Standalone,0,0,93834,Rainy,1,15152,,,,,,-6994,1.3563312101910827,-23129.0,0.28367116397041586
1734,ATM_0044,2022-01-19,Wednesday,Night,36066,7479,Mall,0,0,98542,Cloudy,5,25830,61309.0,,34097.0,,,-28587,4.821657754010695,4708.0,0.3659962249599156
4479,ATM_0044,2022-01-21,Friday,Night,47882,5084,Standalone,0,0,78731,Clear,4,44632,15152.0,,28538.0,,,-42798,9.416322517207472,-19811.0,0.6081721304187677
1258,ATM_0044,2022-01-24,Monday,Evening,47063,4788,Supermarket,1,0,111408,Clear,3,38832,25830.0,,36431.333333333336,,,-42275,9.82731259135519,32677.0,0.4224382450093351
5340,ATM_0044,2022-01-26,Wednesday,Morning,47367,0,Mall,0,0,80179,Rainy,4,53436,44632.0,,45633.333333333336,,,-47367,47367.0,-31229.0,0.5907656618316517
1656,ATM_0044,2022-02-21,Monday,Afternoon,37885,8042,Mall,0,0,130101,Clear,0,36009,38832.0,,42759.0,39314.28571428572,42832.71428571428,-29843,4.710307099341042,49922.0,0.2911968393786366
4053,ATM_0044,2022-02-23,Wednesday,Evening,51090,7658,Gas Station,0,0,116430,Cloudy,3,44010,53436.0,61309.0,44485.0,36843.0,41995.857142857145,-43432,6.6705836271053665,-13671.0,0.438804431847462
5139,ATM_0044,2022-03-16,Wednesday,Night,57704,9813,Gas Station,0,0,53039,Snowy,3,50766,36009.0,15152.0,43595.0,41930.71428571428,46436.71428571428,-47891,5.8797636030161,-63391.0,1.087954146948472
4352,ATM_0044,2022-03-27,Sunday,Night,60912,0,Standalone,0,1,85327,Cloudy,1,74681,44010.0,25830.0,56485.666666666664,48909.42857142857,49986.142857142855,-60912,60912.0,32288.0,0.7138654822037573
5226,ATM_0044,2022-04-01,Friday,Night,39466,4009,Mall,0,0,100306,Rainy,3,32590,50766.0,44632.0,52679.0,47189.142857142855,48783.857142857145,-35457,9.841895261845387,14979.0,0.39345602456483164
1145,ATM_0044,2022-04-07,Thursday,Evening,41921,5911,Mall,0,0,77323,Clear,3,31969,74681.0,38832.0,46413.333333333336,46208.71428571428,48049.28571428572,-36010,7.0908322056833555,-22983.0,0.5421543395884795
4276,ATM_0044,2022-04-09,Saturday,Night,61759,8554,Gas Station,0,0,102525,Snowy,4,52678,32590.0,53436.0,39079.0,46100.42857142857,50105.28571428572,-53205,7.219053185271771,25202.0,0.6023799073396733
546,ATM_0044,2022-04-11,Monday,Afternoon,58233,8725,Bank Branch,0,0,97490,Cloudy,2,48273,31969.0,36009.0,44306.666666666664,47852.42857142857,53012.142857142855,-49508,6.673504469401788,-5035.0,0.5973228023387014
5485,ATM_0044,2022-04-16,Saturday,Evening,63668,4360,Bank Branch,0,0,109008,Snowy,4,71391,52678.0,44010.0,57447.333333333336,51764.0,54809.0,-59308,14.599403806466407,11518.0,0.5840672244238955
1056,ATM_0044,2022-04-20,Wednesday,Afternoon,17326,7352,Standalone,0,1,88763,Cloudy,1,18943,48273.0,50766.0,46202.333333333336,47217.857142857145,49040.71428571428,-9974,2.356317149462804,-20245.0,0.19519394342237192
561,ATM_0044,2022-04-21,Thursday,Night,55837,15482,Mall,0,0,87486,Snowy,5,45588,71391.0,74681.0,45307.333333333336,43061.71428571428,48315.71428571428,-40355,3.6063424400955886,-1277.0,0.638239261138925
5076,ATM_0044,2022-04-27,Wednesday,Night,55822,0,Gas Station,0,0,100338,Cloudy,4,66076,18943.0,32590.0,43535.666666666664,47845.42857142857,50652.28571428572,-55822,55822.0,12852.0,0.5563395722458092
2528,ATM_0044,2022-04-28,Thursday,Evening,57163,5413,Standalone,0,0,92657,Clear,4,42037,45588.0,31969.0,51233.666666666664,49283.71428571428,52829.71428571428,-51750,10.558367196158109,-7681.0,0.6169312626137259
2631,ATM_0044,2022-05-02,Monday,Night,62143,11470,Gas Station,0,0,69936,Cloudy,3,59027,66076.0,52678.0,55713.333333333336,50190.71428571428,52884.57142857143,-50673,5.417400401011245,-22721.0,0.8885695493022192
5073,ATM_0044,2022-05-07,Saturday,Afternoon,64615,8658,Supermarket,0,0,159974,Cloudy,5,52933,42037.0,48273.0,51332.333333333336,50856.42857142857,53796.28571428572,-55957,7.46217808060977,90038.0,0.4039093852751072
5547,ATM_0044,2022-05-11,Wednesday,Afternoon,56164,6961,Supermarket,0,1,75450,Cloudy,5,53962,59027.0,71391.0,55307.333333333336,48366.57142857143,52724.28571428572,-49203,8.067222062625682,-84524.0,0.7443870112657389
2300,ATM_0044,2022-05-12,Thursday,Morning,47203,7603,Supermarket,0,0,107772,Rainy,3,34327,52933.0,18943.0,47074.0,50564.28571428572,56992.42857142857,-39600,6.207653866386113,32322.0,0.43798945922874216
881,ATM_0044,2022-05-16,Monday,Afternoon,43773,9478,Mall,0,0,107866,Clear,0,40463,53962.0,45588.0,42917.333333333336,49832.142857142855,55269.0,-34295,4.617892182719697,94.0,0.40580905938850054
581,ATM_0044,2022-05-18,Wednesday,Evening,26527,13395,Gas Station,0,0,93959,Rainy,1,21769,34327.0,66076.0,32186.333333333332,43502.57142857143,51084.0,-13132,1.980217975515079,-13907.0,0.2823252695324556
314,ATM_0044,2022-05-21,Saturday,Morning,68574,10106,Supermarket,0,1,106176,Rainy,3,70430,40463.0,42037.0,44220.666666666664,47558.71428571428,52714.142857142855,-58468,6.784802612051053,12217.0,0.6458521699819169
1988,ATM_0044,2022-06-08,Wednesday,Evening,70967,15955,Bank Branch,0,0,89170,Cloudy,1,65649,21769.0,59027.0,52616.0,48504.71428571428,53974.71428571428,-55012,4.4476685886187015,-17006.0,0.7958618369406751
2117,ATM_0044,2022-06-08,Wednesday,Evening,42550,14615,Supermarket,0,0,108121,Cloudy,5,28642,70430.0,52933.0,54907.0,45034.57142857143,50822.57142857143,-27935,2.911193212917351,18951.0,0.3935405702869933
1184,ATM_0044,2022-06-12,Sunday,Afternoon,63889,9544,Supermarket,0,0,96448,Clear,2,54629,65649.0,53962.0,49640.0,45129.857142857145,51926.142857142855,-54345,6.69345206914615,-11673.0,0.6624191274054413
2634,ATM_0044,2022-06-13,Monday,Morning,61855,12602,Gas Station,0,0,124718,Snowy,0,44895,28642.0,34327.0,42722.0,46639.57142857143,54019.28571428572,-49253,4.907958422597794,28270.0,0.4959588832405908
4540,ATM_0044,2022-06-13,Monday,Morning,65906,1757,Mall,0,0,86135,Cloudy,2,65202,54629.0,40463.0,54908.666666666664,50173.71428571428,57181.142857142855,-64149,37.48919226393629,-38583.0,0.7651477332094967
2055,ATM_0044,2022-06-19,Sunday,Afternoon,23908,8091,Bank Branch,0,0,114802,Cloudy,1,22774,44895.0,21769.0,44290.333333333336,50317.28571428572,56807.0,-15817,2.954522985664854,28667.0,0.20825421159910107
5097,ATM_0044,2022-06-21,Tuesday,Evening,28056,3981,Gas Station,0,0,126532,Cloudy,1,22588,65202.0,70430.0,36854.666666666664,43482.71428571428,51018.71428571428,-24075,7.04570567553993,11730.0,0.22173047134321752
1882,ATM_0044,2022-06-24,Friday,Morning,61946,18319,Supermarket,0,0,93502,Rainy,5,45869,22774.0,65649.0,30410.333333333332,40657.0,49730.0,-43627,3.3813318777292576,-33030.0,0.6625098928365168
726,ATM_0044,2022-06-28,Tuesday,Night,60591,8786,Mall,0,0,79472,Cloudy,2,58716,22588.0,28642.0,42391.0,44953.28571428572,52307.28571428572,-51805,6.895527483782861,-14030.0,0.7624194684920476
5054,ATM_0044,2022-06-30,Thursday,Night,62583,4166,Standalone,0,0,124736,Cloudy,2,54109,45869.0,54629.0,52898.0,44879.0,52120.71428571428,-58417,15.018718502519798,45264.0,0.5017236403283736
5069,ATM_0044,2022-06-30,Thursday,Afternoon,31334,16316,Standalone,0,0,116148,Rainy,0,15801,58716.0,44895.0,42875.333333333336,40722.71428571428,47760.57142857143,-15018,1.920328491757063,-8588.0,0.2697764920618521
3019,ATM_0044,2022-07-02,Saturday,Afternoon,46920,9243,Mall,0,0,105133,Snowy,3,38870,54109.0,65202.0,36260.0,36961.0,45048.28571428572,-37677,5.075724794461272,-11015.0,0.4462918398599869
151,ATM_0044,2022-07-04,Monday,Afternoon,59239,11630,Bank Branch,0,0,74977,Cloudy,4,46371,15801.0,22774.0,33680.666666666664,40332.0,50095.57142857143,-47609,5.093199209010403,-30156.0,0.7900956293263267
333,ATM_0044,2022-07-30,Saturday,Night,23473,7669,Mall,0,0,68105,Cloudy,0,19909,38870.0,22588.0,35050.0,39949.28571428572,49440.857142857145,-15804,3.0603650586701434,-6872.0,0.34465898245356436
3072,ATM_0044,2022-07-31,Sunday,Night,17584,7894,Standalone,0,0,120096,Clear,2,11454,46371.0,45869.0,25911.333333333332,35032.857142857145,43103.42857142857,-9690,2.227232425585814,51991.0,0.1464162003730349
2258,ATM_0044,2022-08-08,Monday,Evening,85236,14749,Standalone,0,0,81563,Rainy,4,71305,19909.0,58716.0,34222.666666666664,36831.28571428572,46624.142857142855,-70487,5.778711864406779,-38533.0,1.0450326741292006
121,ATM_0044,2022-08-28,Sunday,Evening,53816,7561,Supermarket,0,0,91348,Rainy,3,39728,11454.0,54109.0,40829.0,34776.857142857145,45371.71428571428,-46255,7.116635810632108,9785.0,0.5891316722862022
3561,ATM_0044,2022-09-01,Thursday,Evening,48491,23642,Standalone,0,0,72731,Clear,0,26122,71305.0,15801.0,45718.333333333336,36251.28571428572,47822.71428571428,-24849,2.0509664594171637,-18617.0,0.6667170807496116
5343,ATM_0044,2022-09-01,Thursday,Afternoon,57637,12738,Supermarket,0,0,77644,Cloudy,4,49985,39728.0,38870.0,38611.666666666664,37839.142857142855,49353.71428571428,-44899,4.524452468796609,4913.0,0.7423239400340014
152,ATM_0044,2022-09-04,Sunday,Night,42159,15245,Supermarket,0,0,85913,Cloudy,5,34015,26122.0,46371.0,36707.333333333336,36074.0,46913.71428571428,-26914,2.765249901613538,8269.0,0.4907173536018996
4283,ATM_0044,2022-09-04,Sunday,Evening,64141,23929,Gas Station,0,0,119636,Rainy,3,44950,49985.0,19909.0,42983.333333333336,39651.28571428572,52723.42857142857,-40212,2.680359381529461,33723.0,0.5361346083118793
4520,ATM_0044,2022-09-05,Monday,Morning,38753,20572,Bank Branch,0,0,123442,Rainy,2,16361,34015.0,11454.0,31775.333333333332,40352.28571428572,55747.57142857143,-18181,1.8836824964759638,3806.0,0.31393690964177506
5392,ATM_0044,2022-09-05,Monday,Night,44351,9362,Gas Station,0,0,79346,Rainy,3,29543,44950.0,71305.0,30284.666666666668,34386.28571428572,49906.857142857145,-34989,4.736836484032896,-44096.0,0.5589569732563708
5339,ATM_0044,2022-09-06,Tuesday,Morning,51066,6222,Gas Station,0,0,56263,Snowy,5,57437,16361.0,39728.0,34447.0,36916.142857142855,49514.0,-44844,8.206009963040334,-23083.0,0.9076302365675488
628,ATM_0044,2022-09-14,Wednesday,Afternoon,52118,0,Mall,0,0,115364,Snowy,1,52323,29543.0,26122.0,46434.333333333336,40659.142857142855,50032.142857142855,-52118,52118.0,59101.0,0.451770049582192
5401,ATM_0044,2022-09-29,Thursday,Night,38795,15155,Supermarket,0,0,117519,Snowy,5,20242,57437.0,49985.0,43334.0,36410.142857142855,47340.42857142857,-23640,2.559712325151755,2155.0,0.33011683217181903
4005,ATM_0044,2022-10-03,Monday,Afternoon,55044,15265,Mall,0,0,102964,Clear,2,47211,52323.0,34015.0,39925.333333333336,38295.28571428572,49181.142857142855,-39779,3.605659635791956,-14555.0,0.5345946155937997
5055,ATM_0044,2022-10-03,Monday,Evening,73251,12053,Gas Station,0,0,76255,Rainy,3,74354,20242.0,44950.0,47269.0,42495.857142857145,50482.57142857143,-61198,6.076903932304629,-26709.0,0.9606058619106944
5009,ATM_0044,2022-10-07,Friday,Evening,44710,14074,Standalone,0,1,82461,Snowy,5,46949,47211.0,16361.0,56171.333333333336,46865.57142857143,51333.57142857143,-30636,3.1765541740674954,6206.0,0.542195704636131
2818,ATM_0044,2022-10-08,Saturday,Night,70200,11865,Gas Station,0,0,70426,Clear,2,69603,74354.0,29543.0,63635.333333333336,52588.42857142857,55026.28571428572,-58335,5.916062700151694,-12035.0,0.996790957884872
377,ATM_0044,2022-10-15,Saturday,Morning,66289,11836,Bank Branch,0,1,136763,Snowy,0,55241,46949.0,57437.0,57264.333333333336,52274.71428571428,57201.0,-54453,5.600152065557151,66337.0,0.4846998091589099
2543,ATM_0044,2022-10-30,Sunday,Afternoon,37997,4479,Supermarket,0,0,80841,Snowy,3,33842,69603.0,52323.0,52895.333333333336,49634.57142857143,55183.71428571428,-33518,8.481473214285714,-55922.0,0.4700214000321619
653,ATM_0044,2022-11-05,Saturday,Morning,31373,460,Standalone,0,0,82792,Cloudy,3,25488,55241.0,20242.0,38190.333333333336,50384.0,54123.42857142857,-30913,68.05422993492408,1951.0,0.378937578510001
953,ATM_0044,2022-11-07,Monday,Night,38352,6665,Mall,0,0,103958,Clear,2,28909,33842.0,47211.0,29413.0,47769.42857142857,51738.857142857145,-31687,5.753375337533753,21166.0,0.3689182169722388
1985,ATM_0044,2022-11-08,Tuesday,Morning,47342,7854,Gas Station,0,0,65904,Rainy,1,34469,25488.0,74354.0,29622.0,42071.57142857143,48037.57142857143,-39488,6.026989178866963,-38054.0,0.7183478999757222
595,ATM_0044,2022-11-17,Thursday,Night,55135,17770,Mall,0,0,117079,Clear,0,46574,28909.0,46949.0,36650.666666666664,42018.0,49526.857142857145,-37365,3.102526588261775,51175.0,0.4709213437080945
933,ATM_0044,2022-11-20,Sunday,Morning,53048,17545,Mall,0,1,112112,Snowy,3,37759,34469.0,69603.0,39600.666666666664,37468.857142857145,47076.57142857143,-35503,3.0233671492077967,-4967.0,0.4731696874554017
1870,ATM_0044,2022-11-21,Monday,Afternoon,43114,12908,Supermarket,0,0,104374,Snowy,4,42356,46574.0,55241.0,42229.666666666664,35628.142857142855,43765.857142857145,-30206,3.3398404214114183,-7738.0,0.41307222105121966
4463,ATM_0044,2022-11-21,Monday,Evening,60810,20066,Standalone,0,1,89528,Clear,4,49673,37759.0,33842.0,43262.666666666664,37889.71428571428,47024.857142857145,-40744,3.030348333084168,-14846.0,0.6792288446072737
3217,ATM_0044,2022-11-25,Friday,Evening,37804,6527,Bank Branch,0,0,108697,Snowy,1,32887,42356.0,25488.0,41638.666666666664,38946.71428571428,47943.57142857143,-31277,5.791053921568627,19169.0,0.3477924873731566
2015,ATM_0044,2022-12-01,Thursday,Night,21999,7877,Bank Branch,1,0,107952,Snowy,5,18541,49673.0,28909.0,33700.333333333336,37465.57142857143,45607.42857142857,-14122,2.7924600152322925,-745.0,0.20378501556247222
4041,ATM_0044,2022-12-05,Monday,Evening,45813,13527,Gas Station,0,0,103110,Cloudy,4,33250,32887.0,34469.0,28226.0,37291.42857142857,45389.0,-32286,3.386531638083974,-4842.0,0.4443118999127146
665,ATM_0044,2022-12-06,Tuesday,Night,38243,7222,Gas Station,0,0,104087,Snowy,3,32373,18541.0,46574.0,28054.666666666668,35262.71428571428,42975.857142857145,-31021,5.294614426138724,977.0,0.36741379807276603
874,ATM_0044,2022-12-06,Tuesday,Evening,48813,7104,Mall,0,1,90383,Snowy,0,50590,33250.0,37759.0,38737.666666666664,37095.71428571428,42370.857142857145,-41709,6.870232230823364,-13704.0,0.5400683756901187
5156,ATM_0044,2022-12-07,Wednesday,Morning,38003,8145,Gas Station,0,0,85524,Cloudy,2,37904,32373.0,42356.0,40289.0,36459.71428571428,41640.71428571428,-29858,4.6652344709059665,-4859.0,0.4443548009915345
1179,ATM_0044,2022-12-14,Wednesday,Night,60995,536,Bank Branch,0,0,106229,Cloudy,3,58064,50590.0,49673.0,48852.666666666664,37658.42857142857,41667.142857142855,-60459,113.58472998137803,20705.0,0.5741840740287492
3218,ATM_0044,2022-12-21,Wednesday,Afternoon,76951,12197,Standalone,0,0,103335,Clear,4,67328,37904.0,32887.0,54432.0,42578.57142857143,47259.57142857143,-64754,6.308493195605837,-2894.0,0.7446750858857115
5415,ATM_0044,2022-12-22,Thursday,Evening,61278,15014,Supermarket,0,0,85480,Cloudy,4,41939,58064.0,18541.0,55777.0,45921.142857142855,52870.857142857145,-46264,4.081118881118881,-17855.0,0.7168694431445952
1078,ATM_0044,2022-12-28,Wednesday,Evening,44214,12172,Standalone,0,0,104804,Clear,1,38421,67328.0,33250.0,49229.333333333336,46659.857142857145,52642.42857142857,-32042,3.632136695966483,19324.0,0.4218732109461471
5016,ATM_0044,2023-01-05,Thursday,Morning,43202,10315,Supermarket,0,0,119500,Rainy,3,36522,41939.0,32373.0,38960.666666666664,47252.57142857143,53350.857142857145,-32887,4.187863512989531,14696.0,0.36152301255230124
2548,ATM_0044,2023-01-13,Friday,Evening,25081,17749,Supermarket,0,0,110272,Snowy,1,16966,38421.0,50590.0,30636.333333333332,42449.142857142855,49960.57142857143,-7332,1.4130140845070422,-9228.0,0.22744667730702264
3668,ATM_0044,2023-01-15,Sunday,Afternoon,54796,9514,Mall,0,0,105891,Cloudy,0,56019,36522.0,37904.0,36502.333333333336,45037.0,52359.57142857143,-45282,5.758906988964792,-4381.0,0.5174755172772001
223,ATM_0044,2023-01-31,Tuesday,Evening,59707,3871,Standalone,1,0,70712,Rainy,2,74340,16966.0,58064.0,49108.333333333336,47362.142857142855,52175.57142857143,-55836,15.420196280991735,-35179.0,0.8443687068672927
5164,ATM_0044,2023-02-01,Wednesday,Afternoon,39031,14201,Supermarket,0,0,93898,Cloudy,0,24380,56019.0,67328.0,51579.666666666664,41226.71428571428,46758.42857142857,-24830,2.748274890860442,23186.0,0.41567445525996294
5244,ATM_0044,2023-02-08,Wednesday,Morning,59758,12764,Mall,0,0,94580,Rainy,3,58805,74340.0,41939.0,52508.333333333336,43636.142857142855,46541.28571428572,-46994,4.681394437916177,682.0,0.6318249101289913
85,ATM_0044,2023-02-19,Sunday,Afternoon,41346,3398,Gas Station,0,1,136629,Clear,3,52332,24380.0,38421.0,45172.333333333336,45623.42857142857,46131.57142857143,-37948,12.164165931156223,42049.0,0.3026151109940057
3321,ATM_0044,2023-03-08,Wednesday,Afternoon,48842,12714,Bank Branch,0,0,99451,Clear,0,40278,58805.0,36522.0,50471.666666666664,46160.0,46937.28571428572,-36128,3.8412898151789223,-37178.0,0.4911162280922263
1002,ATM_0044,2023-03-10,Friday,Evening,56326,16550,Mall,0,0,95680,Snowy,3,45187,52332.0,16966.0,45932.333333333336,50191.57142857143,51400.857142857145,-39776,3.403178055706604,-3771.0,0.5886914715719064
4879,ATM_0044,2023-03-11,Saturday,Evening,54460,2208,Supermarket,0,0,113537,Rainy,0,57642,40278.0,56019.0,47702.333333333336,50423.42857142857,51352.857142857145,-52252,24.653689452240833,17857.0,0.47966742119309125
349,ATM_0044,2023-03-14,Tuesday,Night,39079,6770,Mall,0,1,84016,Cloudy,4,36335,45187.0,74340.0,46388.0,44994.142857142855,48406.0,-32309,5.77152562398464,-29521.0,0.46513759283945916
2438,ATM_0044,2023-03-16,Thursday,Morning,56750,7052,Standalone,0,0,109736,Cloudy,0,49370,57642.0,24380.0,47782.333333333336,48564.142857142855,50937.28571428572,-49698,8.04622146604282,25720.0,0.5171502515127214
5394,ATM_0044,2023-03-24,Friday,Night,57295,4971,Mall,0,0,83591,Clear,2,45531,36335.0,58805.0,43745.333333333336,46667.857142857145,50585.42857142857,-52324,11.523531777956556,-26145.0,0.6854206792597289
600,ATM_0044,2023-03-25,Saturday,Afternoon,59442,5978,Supermarket,0,0,117907,Snowy,4,68185,49370.0,52332.0,54362.0,48932.57142857143,53170.57142857143,-53464,9.941796287004516,34316.0,0.5041430958297641
446,ATM_0044,2023-04-01,Saturday,Morning,37663,15605,Mall,0,0,100004,Clear,3,20878,45531.0,40278.0,44864.666666666664,46161.142857142855,51573.57142857143,-22058,2.413366653851083,-17903.0,0.3766149354025839
1544,ATM_0044,2023-04-11,Tuesday,Evening,50795,14326,Supermarket,0,0,90462,Rainy,3,43834,68185.0,45187.0,44299.0,45967.857142857145,50783.42857142857,-36469,3.5454037830669365,-9542.0,0.5615064889124716
5300,ATM_0044,2023-04-20,Thursday,Afternoon,52836,7159,Bank Branch,0,0,86039,Rainy,5,56060,20878.0,57642.0,40257.333333333336,45741.857142857145,50551.42857142857,-45677,7.379329608938548,-4423.0,0.6140936087123281
976,ATM_0044,2023-05-01,Monday,Night,32082,11429,Bank Branch,0,0,83096,Clear,0,20146,43834.0,36335.0,40013.333333333336,43429.142857142855,49551.857142857145,-20653,2.806824146981627,-2943.0,0.3860835659959565
1713,ATM_0044,2023-05-03,Wednesday,Evening,25171,10833,Bank Branch,0,1,121199,Rainy,0,23401,56060.0,49370.0,33202.333333333336,39719.28571428572,45040.57142857143,-14338,2.323333948680081,38103.0,0.20768323170983258
2811,ATM_0044,2023-05-05,Friday,Evening,40414,3346,Bank Branch,0,0,84580,Cloudy,5,43894,20146.0,45531.0,29147.0,39485.42857142857,42629.0,-37068,12.074693755602032,-36619.0,0.47781981555923386
682,ATM_0044,2023-05-06,Saturday,Night,50619,12215,Bank Branch,0,0,119030,Cloudy,0,34362,23401.0,68185.0,33885.666666666664,34653.57142857143,41368.57142857143,-38404,4.143664047151277,34450.0,0.42526253885575066
3833,ATM_0044,2023-05-09,Tuesday,Evening,65521,4577,Supermarket,0,0,99893,Rainy,2,52786,43894.0,20878.0,43680.666666666664,39211.857142857145,45348.28571428572,-60944,14.31214504150284,-19137.0,0.6559118256534492
423,ATM_0044,2023-05-19,Friday,Night,27455,11268,Gas Station,0,0,109353,Clear,4,17286,34362.0,43834.0,34811.333333333336,35419.28571428572,42014.0,-16187,2.4363297541929185,9460.0,0.25106764332025644
4117,ATM_0044,2023-05-23,Tuesday,Evening,90082,8311,Mall,0,0,84036,Cloudy,1,76393,52786.0,56060.0,48821.666666666664,38324.0,47334.857142857145,-81771,10.837584215591916,-25317.0,1.0719453567518682
4786,ATM_0044,2023-05-23,Tuesday,Evening,54167,21722,Gas Station,0,1,124925,Clear,5,46214,17286.0,20146.0,46631.0,42048.0,50489.857142857145,-32445,2.4935322008930627,40889.0,0.4335961576946168
4360,ATM_0044,2023-06-09,Friday,Morning,65169,13733,Bank Branch,0,1,86708,Cloudy,0,51614,76393.0,23401.0,58073.666666666664,46078.42857142857,56203.857142857145,-51436,4.745085190039318,-38217.0,0.7515915486460304
4260,ATM_0044,2023-06-14,Wednesday,Afternoon,68060,7715,Bank Branch,0,0,94957,Cloudy,2,62257,46214.0,43894.0,53361.666666666664,48701.71428571428,60153.28571428572,-60345,8.820632452047693,8249.0,0.7167454742673
5083,ATM_0044,2023-06-15,Thursday,Afternoon,61842,19109,Bank Branch,0,0,82838,Snowy,0,55780,51614.0,34362.0,56550.333333333336,51761.42857142857,61756.57142857143,-42733,3.2361067503924645,-12119.0,0.7465414423332287
5036,ATM_0044,2023-06-19,Monday,Evening,70624,11252,Mall,0,1,90731,Clear,3,61121,62257.0,52786.0,59719.333333333336,52952.142857142855,62485.57142857143,-59372,6.276015284812939,7893.0,0.7783888637841532
603,ATM_0044,2023-06-22,Thursday,Afternoon,38801,9116,Standalone,0,0,69027,Clear,3,30190,55780.0,17286.0,49030.333333333336,54795.57142857143,64106.42857142857,-29685,4.2558955796863005,-21704.0,0.5621133759253626
3437,ATM_0044,2023-06-22,Thursday,Afternoon,64801,13685,Gas Station,0,0,94021,Cloudy,5,50631,61121.0,76393.0,47314.0,51115.28571428572,60494.857142857145,-51116,4.734838521116469,24994.0,0.6892183661096989
